"Brain.ID","Ammon's horn_RG_GFAP","Anterior group of the dorsal thalamus_RG_GFAP","Basic cell groups and regions_RG_GFAP","Basolateral amygdalar nucleus_RG_GFAP","Basomedial amygdalar nucleus_RG_GFAP","Brain stem_RG_GFAP","Caudoputamen_RG_GFAP","Cerebellar cortex_RG_GFAP","Cerebellar nuclei_RG_GFAP","Cerebellum_RG_GFAP","Cerebral cortex_RG_GFAP","Cerebral nuclei_RG_GFAP","Cerebrum_RG_GFAP","Claustrum_RG_GFAP","Cortex_RG_GFAP","Cortical plate_RG_GFAP","Cortical subplate_RG_GFAP","Dentate gyrus_RG_GFAP","Dentate gyrus, granule cell layer_RG_GFAP","Dentate gyrus, molecular layer_RG_GFAP","Dentate gyrus, polymorph layer_RG_GFAP","Endopiriform nucleus_RG_GFAP","Entorhinal area_RG_GFAP","Epithalamus_RG_GFAP","Fasciola cinerea_RG_GFAP","fiber tracts_RG_GFAP","Fundus of striatum_RG_GFAP","Geniculate group, dorsal thalamus_RG_GFAP","Geniculate group, ventral thalamus_RG_GFAP","Hindbrain_RG_GFAP","Hippo_RG_GFAP","Hippocampal formation_RG_GFAP","Hippocampal region_RG_GFAP","Hypothalamus_RG_GFAP","Induseum griseum_RG_GFAP","Interbrain_RG_GFAP","Intralaminar nuclei of the dorsal thalamus_RG_GFAP","Isocortex_RG_GFAP","Lateral amygdalar nucleus_RG_GFAP","Lateral group of the dorsal thalamus_RG_GFAP","Lateral septal complex_RG_GFAP","Medial group of the dorsal thalamus_RG_GFAP","Medulla_RG_GFAP","Medulla, behavioral state related_RG_GFAP","Medulla, motor related_RG_GFAP","Medulla, sensory related_RG_GFAP","Mid_Hind_Medulla_RG_GFAP","Midbrain_RG_GFAP","Midbrain, behavioral state related_RG_GFAP","Midbrain, motor related_RG_GFAP","Midbrain, sensory related_RG_GFAP","Midline group of the dorsal thalamus_RG_GFAP","Nucleus accumbens_RG_GFAP","Olfactory areas_RG_GFAP","Olfactory tubercle_RG_GFAP","Pallidum_RG_GFAP","Parasubiculum_RG_GFAP","Peripeduncular nucleus_RG_GFAP","Pons_RG_GFAP","Pons, behavioral state related_RG_GFAP","Pons, motor related_RG_GFAP","Pons, sensory related_RG_GFAP","Posterior amygdalar nucleus_RG_GFAP","Postsubiculum_RG_GFAP","Presubiculum_RG_GFAP","Reticular nucleus of the thalamus_RG_GFAP","Retrohippocampal region_RG_GFAP","root_RG_GFAP","Striatum_RG_GFAP","Striatum-like amygdalar nuclei_RG_GFAP","Striatum dorsal region_RG_GFAP","Striatum ventral region_RG_GFAP","Striatum_Pallidum_RG_GFAP","Subiculum_RG_GFAP","Subparafascicular area_RG_GFAP","Subparafascicular nucleus_RG_GFAP","Thalamus_RG_GFAP","Thalamus, polymodal association cortex related_RG_GFAP","Thalamus, sensory-motor cortex related_RG_GFAP","Ventral group of the dorsal thalamus_RG_GFAP","ventricular systems_RG_GFAP","Ammon's horn_NL_GFAP","Anterior group of the dorsal thalamus_NL_GFAP","Basic cell groups and regions_NL_GFAP","Basolateral amygdalar nucleus_NL_GFAP","Basomedial amygdalar nucleus_NL_GFAP","Brain stem_NL_GFAP","Caudoputamen_NL_GFAP","Cerebellar cortex_NL_GFAP","Cerebellar nuclei_NL_GFAP","Cerebellum_NL_GFAP","Cerebral cortex_NL_GFAP","Cerebral nuclei_NL_GFAP","Cerebrum_NL_GFAP","Claustrum_NL_GFAP","Cortex_NL_GFAP","Cortical plate_NL_GFAP","Cortical subplate_NL_GFAP","Dentate gyrus_NL_GFAP","Dentate gyrus, granule cell layer_NL_GFAP","Dentate gyrus, molecular layer_NL_GFAP","Dentate gyrus, polymorph layer_NL_GFAP","Endopiriform nucleus_NL_GFAP","Entorhinal area_NL_GFAP","Epithalamus_NL_GFAP","Fasciola cinerea_NL_GFAP","fiber tracts_NL_GFAP","Fundus of striatum_NL_GFAP","Geniculate group, dorsal thalamus_NL_GFAP","Geniculate group, ventral thalamus_NL_GFAP","Hindbrain_NL_GFAP","Hippo_NL_GFAP","Hippocampal formation_NL_GFAP","Hippocampal region_NL_GFAP","Hypothalamus_NL_GFAP","Induseum griseum_NL_GFAP","Interbrain_NL_GFAP","Intralaminar nuclei of the dorsal thalamus_NL_GFAP","Isocortex_NL_GFAP","Lateral amygdalar nucleus_NL_GFAP","Lateral group of the dorsal thalamus_NL_GFAP","Lateral septal complex_NL_GFAP","Medial group of the dorsal thalamus_NL_GFAP","Medulla_NL_GFAP","Medulla, behavioral state related_NL_GFAP","Medulla, motor related_NL_GFAP","Medulla, sensory related_NL_GFAP","Mid_Hind_Medulla_NL_GFAP","Midbrain_NL_GFAP","Midbrain, behavioral state related_NL_GFAP","Midbrain, motor related_NL_GFAP","Midbrain, sensory related_NL_GFAP","Midline group of the dorsal thalamus_NL_GFAP","Nucleus accumbens_NL_GFAP","Olfactory areas_NL_GFAP","Olfactory tubercle_NL_GFAP","Pallidum_NL_GFAP","Parasubiculum_NL_GFAP","Peripeduncular nucleus_NL_GFAP","Pons_NL_GFAP","Pons, behavioral state related_NL_GFAP","Pons, motor related_NL_GFAP","Pons, sensory related_NL_GFAP","Posterior amygdalar nucleus_NL_GFAP","Postsubiculum_NL_GFAP","Presubiculum_NL_GFAP","Reticular nucleus of the thalamus_NL_GFAP","Retrohippocampal region_NL_GFAP","root_NL_GFAP","Striatum_NL_GFAP","Striatum-like amygdalar nuclei_NL_GFAP","Striatum dorsal region_NL_GFAP","Striatum ventral region_NL_GFAP","Striatum_Pallidum_NL_GFAP","Subiculum_NL_GFAP","Subparafascicular area_NL_GFAP","Subparafascicular nucleus_NL_GFAP","Thalamus_NL_GFAP","Thalamus, polymodal association cortex related_NL_GFAP","Thalamus, sensory-motor cortex related_NL_GFAP","Ventral group of the dorsal thalamus_NL_GFAP","ventricular systems_NL_GFAP"
"1-1-18-16_16",0.393739607296311,0.108232726213646,0,0.395011682363842,0.389453559255775,0,0.288895876087348,0.282674958073717,0,0,0,0,0,0.387955928739615,0.27519648339358,0,0.352858885580823,0,0.265248698191102,0.311068318489643,0.386255888487051,0.345073201233317,0.208555056258587,0.0498536126837387,0.14501404494382,0.335662494918628,0.35710485045368,0.330566658522073,0.33709057618184,0,0.320410716309965,0.32571831904469,0,0.0687171427713271,0.0485589400355143,0,0.12878357519524,0.270436259314104,0.0917182019366182,0.388335330009833,0.357212057772185,0.126035805626598,0.336347666796536,0,0,0.336347666796536,0.205798909790578,0.215497448046915,0.13175566981366,0.232810392035202,0.197319870791188,0.0824283795655818,0.355409978120643,0.252514125429157,0.221722548753024,0.248934810645574,0.201158080228655,0,0.175736039844276,0.168941979522184,0.116167743693928,0.234049872858777,0.346418770332406,0.282919672331581,0.112402738211659,0.398738416322614,0,0,0.249106981037911,0.2032138941125,0,0,0.277547226578323,0.458687410526518,0,0.377031640503765,0.254301704517205,0,0,0.367926378000542,0.178162936923179,0.39645931497533,0.140053456031824,0,0.409107495153,0.364364348879779,0,0.285858586890141,0.326735296672748,0,0,0,0,0,0.371724650776009,0.265200170040229,0,0.351035767341276,0,0.216312416224558,0.305149013845449,0.459729418781819,0.353161652218256,0.247822771775041,0.0421534271733031,0.0240068438218468,0.36718632057562,0.369156756513724,0.385845243251047,0.322663815872217,0,0.341012713519126,0.334569511131882,0,0.0596204848730287,0.166765111242371,0,0.119730045788976,0.259373101082872,0.0587224200274859,0.363044908974153,0.314971888428545,0.136968924477729,0.204490219518924,0,0,0.204490219518924,0.2600257213197,0.251675377541861,0.246572295966238,0.268494473694275,0.191918815295521,0.0877258660277528,0.362361487055202,0.226103212419083,0.188949098495833,0.256724469005145,0.258023828597726,0,0.28946753466478,0.354948805460751,0.416120444599817,0.215868405383808,0.304163209527063,0.37308407880317,0.1532102761616,0.416121724397232,0,0,0.255072454258302,0.175545975030006,0,0,0.269683540000516,0.490427651732766,0,0.390328166092226,0.264780568003065,0,0,0.367631774064782,0.101269857867121
"1-1-20-16_17",0.388591699468841,0.156466276934588,0,0.433471131257549,0.350253896971825,0,0.34856898356014,0,0,0,0,0,0,0.440410414462038,0.275865772019014,0,0.38441290820406,0,0.359947647381459,0.33011408861767,0.407876890888028,0.3819897661543,0.342924360264653,0.0567603083751898,7.20227591919046e-05,0.338093063741856,0.334883972521231,0.313305513216458,0.35026962252846,0,0.370904055783584,0.334871757578276,0,0.0837138808361448,0.268957593482348,0,0.162374469618781,0.268007362866054,0.25197154572496,0.293911462934367,0.375438768654745,0.0943630116669962,0.542456140350877,0,0,0.542456140350877,0.224261228594348,0.233322868255128,0.161859744906136,0.257618814961914,0.162859900659654,0.0687802665129178,0.383759587719585,0.259705743643098,0.248879536992924,0.306694016332052,0.363319693706201,0,0.191428202828807,0.264205208671048,0.122852499613063,0.169865244338102,0.304803875395277,0.318387635216762,0.264267314878642,0.427388938550785,0,0,0.274101584453313,0.295346417292043,0,0,0.329102266249082,0.519804038901256,0,0.29230562797117,0.264001679297514,0,0,0.408018101087691,0.130992125019576,0.396033074815376,0.149725217405819,0,0.472248396991196,0.306621657436985,0,0.347873315247426,0,0,0,0,0,0,0.419092709792744,0.281529940232978,0,0.371558944918793,0,0.288076395606786,0.310114472819007,0.4838248611787,0.373344145478193,0.385703192705354,0.117144448448711,0.013114513883801,0.356075114476616,0.333561327294574,0.325965951835541,0.342941941245223,0,0.379647729765217,0.28027546500311,0,0.0760074570218519,0.0742432895488292,0,0.185025546341541,0.274885971824552,0.229348666907328,0.322043292533035,0.336398839882709,0.0845102068386886,0.700584795321637,0,0,0.700584795321637,0.234452617705101,0.239979308197932,0.180301724620326,0.261329984070656,0.170359538548679,0.0734779738504133,0.357363101214833,0.268771977773782,0.256707810584784,0.30712230884351,0.253659170433346,0,0.215452307014219,0.274783868470622,0.263752936570086,0.0903088286581335,0.253437574809218,0.380888869970724,0.278810881638272,0.434812757849602,0,0,0.260785987567614,0.244466383470883,0,0,0.319902164063332,0.507411411202693,0,0.274649445752107,0.275767451188869,0,0,0.417486577981491,0.100422904180463
"1-10-14-15_07",0.340454247997492,0.109498091699344,0,0.338825343038518,0.222062749421799,0,0.202683708851167,0,0,0,0,0,0,0.237035179920435,0.154117725993288,0,0.245200688151685,0,0.366487485189078,0.371626143325773,0.377312022637618,0.219283808722011,0.193713307725076,0.0465805606080092,0.163227169320767,0.249730755109534,0.108102748637289,0.274365606407401,0.182720765642593,0,0.294910616897639,0.268688730020257,0,0.039397447407208,0.0115194102061974,0,0.129711751662971,0.147714467720343,0.178345728684061,0.19700705802479,0.162305392935977,0.0774270847422159,0,0,0,0,0.123839874630171,0.129499101061667,0.0502134590744747,0.14654885708453,0.0919597362631322,0.0357051573634847,0.274460043080121,0.139386888802181,0.0796191712222835,0.139163398394126,0.0739819049566808,0,0.101191380791592,0.086659080795685,0.00166220461143487,0.186411506713145,0.159854097476511,0.213381352656656,0.152223960072404,0.286091307924321,0,0,0.187676665715988,0.144010929943898,0,0,0.179524864500949,0.462829103870388,0,0.170305385303583,0.191858440658381,0,0,0.330695037669089,0.172594331879786,0.349821208548233,0.0668646010935387,0,0.39046483909416,0.192804032090085,0,0.204946605924621,0,0,0,0,0,0,0.242939233518845,0.150079237050957,0,0.246686007526137,0,0.338314210761976,0.376415568848267,0.425254652552104,0.214946428512359,0.193051536699524,0.0471605618639941,0.0264700810484566,0.267356859510358,0.131429654032776,0.26201339190663,0.204842011001663,0,0.302843277819603,0.25589789258147,0,0.0401132917780552,0.0570210805206773,0,0.154336076533399,0.143282832371769,0.180096497226655,0.169153916449784,0.180420782544751,0.0762598052278718,0,0,0,0,0.140433424972988,0.136174599736097,0.0906613323309078,0.154917940180495,0.0860650177400665,0.0276470295713164,0.272441594873571,0.13676235905976,0.0888377255861621,0.162833385311834,0.103750592255452,0,0.159599628145095,0.0945089189258645,0.394943003120222,0.0852111074311571,0.177880028738453,0.237469424149801,0.23880962906402,0.292119702648134,0,0,0.17770443057212,0.118568853907405,0,0,0.183600718008616,0.47947329863853,0,0.328324772374506,0.170414208543655,0,0,0.297886492818547,0.135200245801464
"1-10-14-15_14",0.442147884809958,0.214276922482846,0,0.444282460029463,0.358580914789877,0,0.392372236149739,0,0,0,0,0,0,0.424151369723207,0.290799020599833,0,0.421407020895165,0,0.497897392767031,0.48029777208817,0.5400101349795,0.462543048938402,0.252201960724412,0.0112872511840628,0.0234530938123752,0.339754037882692,0.44445010962117,0.397030559699534,0.398543783663724,0,0.387318697832004,0.297535420503572,0,0.063289052461306,0.00107874865156419,0,0.085795130357829,0.281857675542969,0.373148188972906,0.324433391873423,0.308686718384538,0.0763160074601577,0,0,0,0,0.201819756281317,0.220616021814183,0.0835891643302338,0.245588813063676,0.0972886815632083,0.0344318362731051,0.347427526538587,0.293926832437248,0.224628400150216,0.235391687772513,0.195791958326551,0.478704023620316,0.0918556220822144,0.152939801627299,0.117898623509273,6.41113999685854e-06,0.361906167010918,0.396297543949892,0.481523251783525,0.388855834862082,0,0.230769230769231,0.297394591662082,0.302714082669606,0,0,0.330961941107768,0.492687609883314,0,0.187806689284622,0.26185874669116,0,0,0.413308519140059,0.175393263921169,0.442439233054185,0.218222082489353,0,0.449944726330129,0.339597377565156,0,0.390142279991588,0,0,0,0,0,0,0.443444851333156,0.287933422956465,0,0.415456150545695,0,0.447886469241972,0.442296201152334,0.613703213249054,0.453310676448649,0.244250490049652,0.0163974004601915,0.0200020514924608,0.348284354846287,0.396887734010512,0.433079032645041,0.421190998608584,0,0.377674850856801,0.276810753203728,0,0.0640914043975277,0.0497014062801002,0,0.0955480830028166,0.278282373669891,0.375376785096605,0.337128333542406,0.32206354753429,0.0758220490081062,0,0,0,0,0.205307562528488,0.215800291271153,0.115166986221965,0.24453712769887,0.07260942367898,0.0240009273231915,0.346396621509065,0.281158602867125,0.194545433810784,0.24036559782989,0.0996249865060852,0.329926652594494,0.140950362580963,0.107818451804506,0.364428372114273,6.88254929625933e-06,0.335220269344898,0.352494656364958,0.507922232776217,0.453723830225375,0,0.22977022977023,0.312920120206214,0.261756493637213,0,0,0.321581300081089,0.473703207162995,0,0.162431235090794,0.26851712570927,0,0,0.399633707144869,0.118463070308189
"1-11-09-15_16",0.478959360649018,0.234887133205345,0,0.512828429575271,0.348929917215893,0,0.433572641917002,0.037666190167432,0,0,0,0,0,0.4968011458582,0.283449677987143,0,0.440297623947024,0,0.488145676608881,0.541508701009402,0.578286978366687,0.470794198036369,0.267968952815296,0.110568899592285,0.0681488435606384,0.332878771945325,0.352868978214176,0.419625774291683,0.413343913244727,0,0.42778558180429,0.335523707343358,0,0.0669426542565893,0.0268700072621641,0,0.291823722719996,0.272637898644537,0.423372403146134,0.340842640876202,0.311805235480488,0.213159522667775,0.000485029381587538,0,0,0.000485029381587538,0.16534487467113,0.205712720675839,0.03933348583537,0.220939463370852,0.197074062393399,0.0311413203919846,0.481459357367902,0.313340630466693,0.23412775006351,0.263090483974425,0.434256919463686,0.455458281222083,0.077777050336162,0.137138596739082,0.0547163468045108,0.0734837990672828,0.251623681570565,0.328893956265777,0.570736268994257,0.286238627698923,0,0,0.350955516933485,0.304804097594569,0,0,0.37088001927358,0.559819864898674,0.114590556832974,0.237238427393786,0.298843302845647,0,0,0.405535930297101,0.269650727879964,0.474907942882191,0.185296562901223,0,0.512464082999608,0.349926014147539,0,0.424069842289565,0.0457287941586206,0,0,0,0,0,0.503819111426975,0.296002940244655,0,0.42335415286584,0,0.480767880135784,0.542506028792049,0.632044430885108,0.472232128479937,0.242907231513745,0.142031155757992,0.0174685309552644,0.349010564607723,0.350300659276969,0.443071882301402,0.484975784657373,0,0.419453923827185,0.33626769086772,0,0.0640036282185025,0.2975747115996,0,0.291675185323088,0.28516162530694,0.379244164779857,0.309812620003253,0.359978572389209,0.237489690896104,0.00621990514463633,0,0,0.00621990514463633,0.17415292405765,0.209438456216375,0.0298001024748023,0.228824564508503,0.197351639955098,0.0414841072728668,0.481860687782116,0.292036420344258,0.236118083911919,0.288256149015403,0.470615878420315,0.3412864211105,0.0990484277327219,0.174579506143385,0.117731609156199,0.0598600250966316,0.191694984630008,0.330868136029136,0.513420129723207,0.305915841627678,0,0,0.337984441226681,0.260522485850503,0,0,0.366069559999214,0.551502738337888,0.0489727119493417,0.186981847320245,0.289291132345554,0,0,0.408516332307935,0.19506038720142
"1-11-09-15_18",0.377272089334467,0.108441961855857,0,0.384248304688333,0.287374237952591,0,0.314155928451938,0,0,0,0,0,0,0.275471220403199,0.210311400179567,0,0.30550502762701,0,0.290261744483153,0.246058972790327,0.429983303780594,0.27982079388432,0.18884046537795,0.0369215725446077,0.0019105672565164,0.331071494737443,0.234029965741645,0.29040092800696,0.256635303387051,0,0.344232648863603,0.177754532775453,0,0.0510829646870057,0.0109799897383273,0,0.0958838894372522,0.203392685705235,0.213663952748454,0.26945827693403,0.314135247330645,0.0683827811881017,0,0,0,0,0.177651763594145,0.18513906207723,0.0559471858565514,0.209107305167637,0.0510031670789389,0.0232905584629723,0.318673387680414,0.15862563176322,0.119474591849676,0.168820102742251,0,0,0.0282734030294095,0,0.016535127146405,0,0.193381499583177,0.330211907693114,0.290375208684796,0.377560524735514,0,0,0.243487540567033,0.212622465548242,0,0,0.263725478325811,0.539224621750372,0,0.279008862186114,0.228410016187617,0,0,0.371461585287729,0.217990778859859,0.376981751061032,0.0492228309428972,0,0.400680052480818,0.268309868922949,0,0.308542039514467,0,0,0,0,0,0,0.320228597041685,0.22090717473013,0,0.298971337290779,0,0.231199446257293,0.259091660433074,0.471678663564201,0.275843259818375,0.205653905250619,0.0628287614998236,0.0343176005580098,0.356066621081122,0.2553497956108,0.308126821436904,0.287717616661284,0,0.352294406693342,0.188333861762841,0,0.0497752070824727,0.0237276478679505,0,0.119666685434379,0.215253775003057,0.107179787814391,0.29188333262363,0.304716914700599,0.0515055755905126,0,0,0,0,0.180732638063043,0.184076846205067,0.0578412807712171,0.204868184983169,0.0684116819980643,0.0227711671989674,0.329610652339734,0.168209942510783,0.126499698327321,0.182482141357397,0,0,0.122258018906035,0,0.216863300298883,0,0.187727961142427,0.419899203150435,0.304705528571148,0.385612150483776,0,0,0.258484586486766,0.178349182863125,0,0,0.260777525055265,0.540250547340079,0,0.301632871232499,0.232310196523236,0,0,0.373664162061331,0.162818510457242
"1-11-09-15_20",0.277066389076263,0.13822755977555,0,0.288884568818014,0.12512667941879,0,0.123681297611048,0,0,0,0,0,0,0.175675145388763,0.127572442186817,0,0.180247154052561,0,0.224443899605673,0.27142542236334,0.330242059403077,0.162128053225836,0.174476289872851,0.0323069845774791,0.000443670864475615,0.235827921466714,0.154700650404458,0.226282815948903,0.209788721150946,0,0.250707728179829,0.110997361018419,0,0.0357191799665887,0.111023828227285,0,0.103878256300398,0.123863335856405,0.149715221736321,0.207784989068035,0.196049278669365,0.052911261672894,0.00732225913621262,0.000277161862527716,0,0.00767706094190559,0.121104342111429,0.124723450371187,0.0691845856429694,0.130501780975053,0.115879051333391,0.0292949004302542,0.207567568136866,0.0731394479270416,0.0325100719817252,0.135447967859401,0.257779611723675,0,0.109366187420835,0.135330351858669,0.00337503096358682,0.125158323002442,0.138023794943575,0.321453818017558,0.417613150271112,0.264072278081324,0,0,0.148429783483565,0.0797227156224137,0,0,0.129378128575775,0.41938573566655,0,0.343050133552496,0.186405607015631,0,0,0.299982561181189,0.151079247455426,0.28417464552959,0.124754673145064,0,0.29725728459974,0.111632229129676,0,0.10112259304276,0,0,0,0,0,0,0.206319674600783,0.132329121022445,0,0.1792901787743,0,0.147627245315299,0.249537829951901,0.358512905517405,0.161556144199821,0.174937839548226,0.110369629601139,0.0254444517877206,0.241813687291115,0.116257625195063,0.187338065539957,0.247174482266127,0,0.247516949291997,0.120224886373012,0,0.0421333150921654,0.18697218082464,0,0.070048142895825,0.129011812933805,0.132191925309453,0.190096114563399,0.219257742221629,0.0750236464215082,0.303334825796395,0,0,0.32263868065967,0.122552150693341,0.116263796377658,0.0726589250504766,0.123360206693822,0.112836717434436,0.0408149836261902,0.213655744819356,0.0753553772677178,0.0312246006209669,0.162764369239953,0.0956826528697424,0,0.147256031890933,0.125551331912431,0.194918201880637,0.141918321017781,0.129154053562272,0.264917223976191,0.408604491090181,0.258593315934297,0,0,0.125815849120774,0.0500726192783267,0,0,0.124635908763863,0.434351002791794,0,0.341096228489376,0.184068762876504,0,0,0.259743988153849,0.170356682511203
"1-11-15-15_05",0.385966318439928,0.191775105380273,0,0.378501871249435,0.35344881207712,0,0.358682073287451,0,0,0,0,0,0,0.348585843884927,0.23015311022564,0,0.348885987091046,0,0.324546946216955,0.284057023093797,0.424072444639977,0.347384868894377,0.215568939891466,0.137884418500732,0.325401050950253,0.330253061229684,0.391455347298787,0.397722374429224,0.418386885380189,0,0.348401745396882,0.37725832215363,0,0.0444666812300475,0.0090060586212543,0,0.188953127713953,0.221698023502602,0.239443951780099,0.367769240330039,0.278173744509805,0.107112426345767,0,0,0,0,0.147539467811086,0.140805458393239,0.0320242523001063,0.151172397219791,0.100196458762335,0.0903521071654411,0.289943442789779,0.209705248221468,0.135856292842311,0.181629437659141,0.222264034197899,0.309216749700448,0.178121812439995,0.0657256730981549,0.211207349341473,0.426975755509656,0.2335407239819,0.399923490857157,0.294487399382843,0.343380273029148,0,0,0.234936157294802,0.219153676888277,0,0,0.280156989963009,0.512283758433861,0.147624215890068,0.15578388613823,0.250428185956278,0,0,0.331130458159917,0.114118239967075,0.397707717926997,0.172270149316746,0,0.402754185798372,0.34812742737853,0,0.353409820874373,0,0,0,0,0,0,0.428821663820444,0.231047297981085,0,0.352939499524865,0,0.273301616149479,0.298435501458162,0.540811815442357,0.347292389343322,0.202269982526029,0.186785484288223,0.322978314282662,0.353792858784935,0.440606131598283,0.393760758801086,0.40953348939552,0,0.355746338195372,0.353727090500461,0,0.0428973196109359,0.00628535512256443,0,0.19089093039777,0.222485862174411,0.10630097728147,0.311126431018635,0.30479615794619,0.102376926331974,0,0,0,0,0.168548540067149,0.153074596726282,0.0756831723243037,0.166619436337488,0.0919293314336129,0.132381186899778,0.291117235139614,0.212936305229656,0.118278554517332,0.180545533637908,0.214141906886119,0.224504044049846,0.26816511112607,0.147275868050536,0.44803265946886,0.334589308828995,0.304192743664931,0.400478774493313,0.311081197036187,0.347253850403568,0,0,0.216298208080053,0.174650178883877,0,0,0.268472188944116,0.50850114072654,0.0241097256857855,0.169270714967501,0.245774973945537,0,0,0.347318682975035,0.105586824360242
"1-11-15-15_13",0.515306268785304,0.155689383204556,0,0.518067746843079,0.406824397211203,0,0.360087438725927,0,0,0,0,0,0,0.460493134504651,0.29971156563903,0,0.431763892328007,0,0.544038419851319,0.501503042787447,0.604488034795266,0.407208875476511,0.320874448383938,0.0387691271292465,0.239867051003,0.381405591021786,0.458007318596971,0.416669354945833,0.417419985340826,0,0.450734028481716,0.434805382339331,0,0.0868623351529036,0.18499240945565,0,0.1520579794017,0.290267064099366,0.343807445771192,0.393603107704768,0.340020247815657,0.125781938788362,0,0,0,0,0.202661264242335,0.213879326121063,0.106898330846569,0.22284931321921,0.15587181710514,0.0681076948570396,0.396724239906823,0.315556193712895,0.152494790140791,0.26469409357343,0.371766255067147,0,0.148292289923881,0.100181507987987,0.105354097610749,0.178882304624382,0.382712513950012,0.337985264947577,0.293120878470122,0.464194920545072,0,0,0.298083818090162,0.400948846445833,0,0,0.329324643897649,0.543479040478484,0,0.236918856984133,0.282083318883149,0,0,0.37266524418401,0.280474684805258,0.516113480451949,0.129710620107609,0,0.539238003293214,0.400833240596483,0,0.342589472668253,0,0,0,0,0,0,0.496306301626058,0.311763631888686,0,0.441461189750302,0,0.493548111866471,0.528566462712911,0.639842187098868,0.413095223325612,0.3242006427274,0.0291020645054307,0.257539052710718,0.392947979439376,0.405194093772565,0.401473819039667,0.371295037334902,0,0.45039620861058,0.419182467781315,0,0.0698471550767502,0.157977572299823,0,0.21200052117998,0.300701560948817,0.339284915201146,0.352937401739019,0.350046100126934,0.099545658374958,0,0,0,0,0.220610285283666,0.208914679030949,0.135171983797041,0.229065895268309,0.118978551876619,0.00738999970867281,0.395092424002431,0.298845044544893,0.154252830994576,0.284998621208047,0.352859229448079,0,0.283324784942388,0.165703301176781,0.603869039504894,0.160844556837555,0.414930560992031,0.292234299424527,0.294745680321711,0.41159735465058,0,0,0.287617223956843,0.343465898595708,0,0,0.320472088529164,0.508752481192614,0,0.124194827552856,0.262250487144066,0,0,0.352715235924179,0.276281959378734
"1-11-16-15_09",0.389178727097696,0.127694040501046,0,0.36981306666877,0.273362861637745,0,0.336136251069386,0,0,0,0,0,0,0.377937847539525,0.226520552937322,0,0.298436622200681,0,0.251751055425197,0.302049765377657,0.413815538130416,0.321772655281293,0.328247425365178,0.0122781065088757,0,0.321610991130611,0.306935359643173,0.412811869708152,0.35782247264987,0,0.358674656973144,0.36517067032405,0,0.0694027976717061,0.024480021286975,0,0.190640477417477,0.221009569286308,0.152678427746978,0.298536378345402,0.215477067870234,0.0720429669187338,0,0,0,0,0.165634149917098,0.156367437966361,0.0820682572758906,0.172086384346562,0.123844518739264,0.0701671317246664,0.278386469209265,0.165709778078332,0.150072859524989,0.246301377329872,0.415402681279969,0.103396226415094,0.203001840797916,0.147335088625364,0.343124778402472,0.162005891194205,0.337239719140734,0.296354850013446,0.198037196024198,0.40784450580728,0,0.163901791639018,0.234585974785025,0.231229594938419,0,0,0.282908844061491,0.444207179876771,0,0.204405642345741,0.246237184297887,0,0,0.377916679692879,0.197951752291723,0.385135702679732,0.105355530374121,0,0.446284806037072,0.216837152707362,0,0.325783068655617,0,0,0,0,0,0,0.407607020856691,0.231429277620999,0,0.292187866114514,0,0.254536822867586,0.262745250979469,0.52687734024606,0.30638680434011,0.328696466531009,0.0324365478100139,0.00174151414980247,0.335667548228767,0.30946479177767,0.421803687095167,0.342389656385314,0,0.346860703861197,0.355539630014593,0,0.0628235766656289,0.0373091895201854,0,0.215793898036889,0.226810902293696,0.11247645260122,0.343824060624594,0.249753260042945,0.139924943032922,0,0,0,0,0.165985838305134,0.159329508342341,0.0710082247553828,0.179522598245087,0.105294773124529,0.0277157879041937,0.314268483189807,0.172666868402597,0.176343978540798,0.257340038291604,0.26476129712966,0.125707547169811,0.190415731283058,0.150743769201524,0.325811864731829,0.0963507451983706,0.241175667795685,0.334497620620163,0.18142501020781,0.289540911793323,0,0.0185799601857996,0.243620231480465,0.195648978756523,0,0,0.281468013563736,0.472876746726699,0,0.176974623750412,0.2535315512686,0,0,0.394628555948585,0.158989602685701
