"","Region","Brain.ID","Strain","Sex","Age.Harvested","Genotype","Stain","Load.Percentage_NL","Load.Percentage_RG","Load.Difference","Region_Parent"
"2402","Endopiriform.nucleus","1-10-14-15_07","DBA.2J",0,14,5,"GFAP",21.4946428512359,21.9283808722011,-0.433738020965198,"Cortical subplate"
"2403","Endopiriform.nucleus","1-10-14-15_14","C57BL.6J",0,14,5,"GFAP",45.3310676448649,46.2543048938402,-0.923237248975305,"Cortical subplate"
"2404","Endopiriform.nucleus","1-11-09-15_16","BXD77",0,14,5,"GFAP",47.2232128479937,47.0794198036369,0.143793044356798,"Cortical subplate"
"2405","Endopiriform.nucleus","1-11-09-15_18","BXD69",0,14,5,"GFAP",27.5843259818375,27.982079388432,-0.397753406594504,"Cortical subplate"
"2406","Endopiriform.nucleus","1-11-09-15_20","C57BL.6J",0,6,5,"GFAP",16.1556144199821,16.2128053225836,-0.0571909026015014,"Cortical subplate"
"2407","Endopiriform.nucleus","1-11-15-15_05","BXD60",0,14,5,"GFAP",34.7292389343322,34.7384868894377,-0.00924795510549359,"Cortical subplate"
"2408","Endopiriform.nucleus","1-11-15-15_13","DBA.2J",0,14,5,"GFAP",41.3095223325612,40.7208875476511,0.588634784910099,"Cortical subplate"
"2409","Endopiriform.nucleus","1-11-16-15_09","BXD100",0,14,5,"GFAP",30.638680434011,32.1772655281293,-1.5385850941183,"Cortical subplate"
"2410","Endopiriform.nucleus","1-11-2014_01","DBA.2J",0,6,5,"GFAP",1.13270067398508,1.16864904801948,-0.0359483740344,"Cortical subplate"
"2411","Endopiriform.nucleus","1-11-2015_02","DBA.2J",0,6,5,"GFAP",2.46912094392698,1.54519410265042,0.92392684127656,"Cortical subplate"
"2412","Endopiriform.nucleus","1-11-23-15_03","BXD65",0,6,5,"GFAP",14.7711590056332,14.411492326689,0.359666678944201,"Cortical subplate"
"2413","Endopiriform.nucleus","1-11-23-15_17","DBA.2J",0,14,5,"GFAP",27.0190317957676,27.2431860429182,-0.224154247150601,"Cortical subplate"
"2414","Endopiriform.nucleus","1-12-02-15_14","BXD62",0,14,5,"GFAP",33.9894230241367,33.3739639451363,0.615459079000402,"Cortical subplate"
"2415","Endopiriform.nucleus","1-12-07-15_08","BXD61",0,14,5,"GFAP",31.342504985264,30.8847530226586,0.457751962605403,"Cortical subplate"
"2416","Endopiriform.nucleus","1-12-09-15_12","BXD44",0,14,5,"GFAP",35.1465352235022,36.0896681463085,-0.943132922806306,"Cortical subplate"
"2417","Endopiriform.nucleus","1-12-14-15_04","BXD66",0,14,5,"GFAP",27.3218298030148,27.1331813943393,0.188648408675501,"Cortical subplate"
"2418","Endopiriform.nucleus","1-12-14-15_19","BXD32",0,14,5,"GFAP",22.1882362911276,22.3747808826562,-0.186544591528602,"Cortical subplate"
"2419","Endopiriform.nucleus","1-06-24-15_13","BXD75",0,6,5,"AB1.42",1.18394455674271,1.31733295795796,-0.13338840121525,"Cortical subplate"
"2420","Endopiriform.nucleus","1-09-23-15_04","BXD68",0,6,0,"AB1.42",0,0.00056217358796049,-0.00056217358796049,"Cortical subplate"
"2421","Endopiriform.nucleus","1-1-11-16_12","BXD68",0,14,5,"AB1.42",1.4116652578191,2.34599364765401,-0.93432838983491,"Cortical subplate"
"2422","Endopiriform.nucleus","1-1-18-16_16","BXD87",0,14,5,"AB1.42",2.17833189703623,2.24534137917948,-0.0670094821432494,"Cortical subplate"
"2423","Endopiriform.nucleus","1-1-20-16_17","BXD75",0,14,5,"AB1.42",11.7609688505155,13.7647300038848,-2.0037611533693,"Cortical subplate"
"2424","Endopiriform.nucleus","1-10-14-15_07","DBA.2J",0,14,5,"AB1.42",2.87881470183705,3.38007893216339,-0.50126423032634,"Cortical subplate"
"2425","Endopiriform.nucleus","1-10-14-15_14","C57BL.6J",0,14,5,"AB1.42",2.62974254868961,3.57491104976446,-0.94516850107485,"Cortical subplate"
"2426","Endopiriform.nucleus","1-11-09-15_16","BXD77",0,14,5,"AB1.42",2.7572410381062,3.1930902976917,-0.4358492595855,"Cortical subplate"
"2427","Endopiriform.nucleus","1-11-09-15_18","BXD69",0,14,5,"AB1.42",3.90791091815244,3.84467251732549,0.0632384008269504,"Cortical subplate"
"2428","Endopiriform.nucleus","1-11-09-15_20","C57BL.6J",0,6,5,"AB1.42",0.879639757893969,0.696237571140687,0.183402186753282,"Cortical subplate"
"2429","Endopiriform.nucleus","1-11-15-15_05","BXD60",0,14,5,"AB1.42",2.23203158819903,2.54728045741094,-0.31524886921191,"Cortical subplate"
"2430","Endopiriform.nucleus","1-11-15-15_13","DBA.2J",0,14,5,"AB1.42",2.29429631852165,2.88774578573496,-0.59344946721331,"Cortical subplate"
"2431","Endopiriform.nucleus","1-11-16-15_09","BXD100",0,14,5,"AB1.42",4.30382610662977,4.00292191238185,0.30090419424792,"Cortical subplate"
"2432","Endopiriform.nucleus","1-11-2014_01","DBA.2J",0,6,5,"AB1.42",0.0279340988052353,0.0420477882254005,-0.0141136894201652,"Cortical subplate"
"2433","Endopiriform.nucleus","1-11-2015_02","DBA.2J",0,6,5,"AB1.42",0.102512116362642,0.0995081133035563,0.00300400305908573,"Cortical subplate"
"2434","Endopiriform.nucleus","1-11-23-15_03","BXD65",0,6,5,"AB1.42",2.66843746173481,2.77702050916412,-0.10858304742931,"Cortical subplate"
"2435","Endopiriform.nucleus","1-11-23-15_17","DBA.2J",0,14,5,"AB1.42",1.69996128127583,1.87064112259474,-0.17067984131891,"Cortical subplate"
"2436","Endopiriform.nucleus","1-12-02-15_14","BXD62",0,14,5,"AB1.42",3.14736056236421,2.89527235728042,0.25208820508379,"Cortical subplate"
"2437","Endopiriform.nucleus","1-12-07-15_08","BXD61",0,14,5,"AB1.42",5.53223270913767,3.82793929973327,1.7042934094044,"Cortical subplate"
"2438","Endopiriform.nucleus","1-12-09-15_12","BXD44",0,14,5,"AB1.42",1.1499980647908,1.12010399271292,0.02989407207788,"Cortical subplate"
"2439","Endopiriform.nucleus","1-12-14-15_04","BXD66",0,14,5,"AB1.42",4.96795533473715,3.61942491043842,1.34853042429873,"Cortical subplate"
"2440","Endopiriform.nucleus","1-12-14-15_19","BXD32",0,14,5,"AB1.42",2.35364946029609,2.31183654502418,0.04181291527191,"Cortical subplate"
"2441","Endopiriform.nucleus","1-12-18-15_08","BXD32",1,14,5,"AB1.42",0.945589012150026,0.984397302751391,-0.0388082906013651,"Cortical subplate"
"2442","Endopiriform.nucleus","1-5-12-15_02","BXD100",0,6,5,"AB1.42",1.09236189545018,0.755522745112698,0.336839150337482,"Cortical subplate"
"2443","Endopiriform.nucleus","1-5-12-15_05","BXD77",0,6,5,"AB1.42",1.72250022033118,1.55042223314418,0.172077987187,"Cortical subplate"
"2444","Endopiriform.nucleus","1-5-12-15_27","BXD60",0,6,5,"AB1.42",0.752412479986153,0.563586521598474,0.188825958387679,"Cortical subplate"
"2445","Endopiriform.nucleus","1-5-12-15_36","BXD32",1,6,5,"AB1.42",0.175092202808926,0.141555339290454,0.033536863518472,"Cortical subplate"
"2446","Endopiriform.nucleus","1-5-12-15_41","BXD69",0,6,5,"AB1.42",0.940905103508467,0.970651177010089,-0.0297460735016222,"Cortical subplate"
"2447","Endopiriform.nucleus","1-5-22-15_10","BXD62",0,6,5,"AB1.42",1.23368702096808,0.810658763155367,0.423028257812713,"Cortical subplate"
"2448","Endopiriform.nucleus","1-6-4-15_04","BXD32",0,6,5,"AB1.42",0.814293126309114,0.647662415580819,0.166630710728295,"Cortical subplate"
"2449","Endopiriform.nucleus","1-9-02-15_04","BXD51",0,6,5,"AB1.42",0.452184035861973,0.664791194384508,-0.212607158522535,"Cortical subplate"
"2450","Endopiriform.nucleus","1-9-23-15_06","DBA.2J",0,6,5,"AB1.42",0.505992289641301,0.488541107920782,0.0174511817205191,"Cortical subplate"
"2451","Endopiriform.nucleus","1-09-23-15_04","BXD68",0,6,0,"NeuN",20.0650609307539,20.3211128784592,-0.256051947705298,"Cortical subplate"
"2452","Endopiriform.nucleus","1-1-11-16_12","BXD68",0,14,5,"NeuN",24.9719184720256,24.9096969912826,0.0622214807429984,"Cortical subplate"
"2453","Endopiriform.nucleus","1-1-18-16_16","BXD87",0,14,5,"NeuN",27.9199744418251,29.4616468818966,-1.5416724400715,"Cortical subplate"
"2454","Endopiriform.nucleus","1-1-20-16_17","BXD75",0,14,5,"NeuN",12.8045439083376,12.8805240883909,-0.075980180053298,"Cortical subplate"
"2455","Endopiriform.nucleus","1-10-14-15_07","DBA.2J",0,14,5,"NeuN",22.0248712387762,21.9494005745839,0.0754706641923022,"Cortical subplate"
"2456","Endopiriform.nucleus","1-10-14-15_14","C57BL.6J",0,14,5,"NeuN",21.2910564420233,19.4684867785865,1.8225696634368,"Cortical subplate"
"2457","Endopiriform.nucleus","1-11-09-15_16","BXD77",0,14,5,"NeuN",20.1348690445016,21.0068839521984,-0.872014907696801,"Cortical subplate"
"2458","Endopiriform.nucleus","1-11-09-15_18","BXD69",0,14,5,"NeuN",23.6902956986204,22.4037648132483,1.2865308853721,"Cortical subplate"
"2459","Endopiriform.nucleus","1-11-09-15_20","C57BL.6J",0,6,5,"NeuN",29.4188301603911,29.3321359916558,0.0866941687353027,"Cortical subplate"
"2460","Endopiriform.nucleus","1-11-15-15_05","BXD60",0,14,5,"NeuN",30.7990973522214,28.7883353681752,2.0107619840462,"Cortical subplate"
"2461","Endopiriform.nucleus","1-11-15-15_13","DBA.2J",0,14,5,"NeuN",26.942600040748,26.542289291569,0.400310749178999,"Cortical subplate"
"2462","Endopiriform.nucleus","1-11-16-15_09","BXD100",0,14,5,"NeuN",23.3849300702647,20.2074485677407,3.177481502524,"Cortical subplate"
"2463","Endopiriform.nucleus","1-11-2014_01","DBA.2J",0,6,5,"NeuN",23.2273348979438,22.7958988389989,0.4314360589449,"Cortical subplate"
"2464","Endopiriform.nucleus","1-11-2015_02","DBA.2J",0,6,5,"NeuN",23.2113362397808,21.3196275913043,1.8917086484765,"Cortical subplate"
"2465","Endopiriform.nucleus","1-11-23-15_03","BXD65",0,6,5,"NeuN",16.6033543693547,16.4039480373918,0.199406331962901,"Cortical subplate"
"2466","Endopiriform.nucleus","1-11-15-15_13","DBA.2J",0,14,5,"Thionine",25.3605722315469,23.841191571994,1.5193806595529,"Cortical subplate"
"2467","Endopiriform.nucleus","1-11-16-15_09","BXD100",0,14,5,"Thionine",22.3155489715452,22.3615873080278,-0.0460383364826029,"Cortical subplate"
"2468","Endopiriform.nucleus","1-11-2014_01","DBA.2J",0,6,5,"Thionine",25.4141127286052,24.8977521932935,0.516360535311698,"Cortical subplate"
"2469","Endopiriform.nucleus","1-11-2015_02","DBA.2J",0,6,5,"Thionine",24.8282767928942,22.0591731422738,2.7691036506204,"Cortical subplate"
"2470","Endopiriform.nucleus","1-11-23-15_03","BXD65",0,6,5,"Thionine",20.9654324005537,20.6546644491237,0.310767951429998,"Cortical subplate"
"2471","Endopiriform.nucleus","1-11-23-15_17","DBA.2J",0,14,5,"Thionine",26.9824095804838,25.8174977777491,1.1649118027347,"Cortical subplate"
"2472","Endopiriform.nucleus","1-12-02-15_14","BXD62",0,14,5,"Thionine",25.6609881540706,23.9753402048511,1.6856479492195,"Cortical subplate"
"2473","Endopiriform.nucleus","1-12-07-15_08","BXD61",0,14,5,"Thionine",22.4746221710133,22.5382227295526,-0.0636005585392994,"Cortical subplate"
"2474","Endopiriform.nucleus","1-12-09-15_12","BXD44",0,14,5,"Thionine",26.8358296638228,26.7946149005255,0.0412147632973046,"Cortical subplate"
"2475","Endopiriform.nucleus","1-12-14-15_04","BXD66",0,14,5,"Thionine",23.6363473408101,23.058061866628,0.578285474182099,"Cortical subplate"
"2476","Endopiriform.nucleus","1-12-14-15_19","BXD32",0,14,5,"Thionine",22.6320691584908,22.2087256545512,0.423343503939599,"Cortical subplate"
"2477","Endopiriform.nucleus","1-06-24-15_08","BXD87",0,6,5,"GFAP",6.77410848551222,7.82583886013032,-1.0517303746181,"Cortical subplate"
"2478","Endopiriform.nucleus","1-06-24-15_13","BXD75",0,6,5,"GFAP",13.147010430661,12.2099696010919,0.937040829569099,"Cortical subplate"
"2479","Endopiriform.nucleus","1-09-23-15_04","BXD68",0,6,0,"GFAP",0.932472942354163,0.93056208735166,0.00191085500250288,"Cortical subplate"
"2480","Endopiriform.nucleus","1-1-11-16_12","BXD68",0,14,5,"GFAP",24.0962849106563,23.1538112628353,0.942473647820997,"Cortical subplate"
"2481","Endopiriform.nucleus","1-1-18-16_16","BXD87",0,14,5,"GFAP",35.3161652218256,34.5073201233317,0.808845098493904,"Cortical subplate"
"2482","Endopiriform.nucleus","1-1-20-16_17","BXD75",0,14,5,"GFAP",37.3344145478193,38.19897661543,-0.864562067610706,"Cortical subplate"
"2483","Endopiriform.nucleus","1-5-22-15_10","BXD62",0,6,5,"Thionine",21.3616909346345,21.01675946334,0.344931471294498,"Cortical subplate"
"2484","Endopiriform.nucleus","1-6-4-15_04","BXD32",0,6,5,"Thionine",25.6956653500443,25.1060715614107,0.589593788633604,"Cortical subplate"
"2485","Endopiriform.nucleus","1-9-02-15_04","BXD51",0,6,5,"Thionine",22.6917689109882,23.1987844905089,-0.507015579520701,"Cortical subplate"
"2486","Endopiriform.nucleus","1-9-23-15_06","DBA.2J",0,6,5,"Thionine",22.9279402488515,22.5943449654088,0.333595283442698,"Cortical subplate"
"2487","Endopiriform.nucleus","1-04-26-15_17","BXD66",0,6,0,"NeuN",26.5575095916277,26.4466038040859,0.1109057875418,"Cortical subplate"
"2488","Endopiriform.nucleus","1-06-24-15_06","BXD44",0,6,5,"NeuN",26.5337574504522,27.6418601628686,-1.1081027124164,"Cortical subplate"
"2489","Endopiriform.nucleus","1-06-24-15_08","BXD87",0,6,5,"NeuN",25.1494360058478,24.2803771857844,0.869058820063398,"Cortical subplate"
"2490","Endopiriform.nucleus","1-06-24-15_13","BXD75",0,6,5,"NeuN",26.309877698091,25.5212517679954,0.788625930095598,"Cortical subplate"
"2491","Endopiriform.nucleus","1-5-12-15_05","BXD77",0,6,5,"Iba1",11.4540089830441,11.8786703548957,-0.424661371851599,"Cortical subplate"
"2492","Endopiriform.nucleus","1-5-12-15_27","BXD60",0,6,5,"Iba1",4.45383430674668,5.0281914873925,-0.57435718064582,"Cortical subplate"
"2493","Endopiriform.nucleus","1-5-12-15_36","BXD32",1,6,5,"Iba1",3.41509573710033,4.14595779454612,-0.73086205744579,"Cortical subplate"
"2494","Endopiriform.nucleus","1-5-12-15_41","BXD69",0,6,5,"Iba1",6.07187169866097,6.37447460881073,-0.302602910149759,"Cortical subplate"
"2495","Endopiriform.nucleus","1-03-14-16_03","BXD51",0,14,5,"AB1.42",2.14544902044902,1.99614562592478,0.14930339452424,"Cortical subplate"
"2496","Endopiriform.nucleus","1-03-28-16_10","BXD65",0,14,5,"AB1.42",2.37666805821469,2.76491781336805,-0.38824975515336,"Cortical subplate"
"2497","Endopiriform.nucleus","1-03-28-16_18","BXD65",0,14,5,"AB1.42",2.43066494302195,2.11110448117429,0.31956046184766,"Cortical subplate"
"2498","Endopiriform.nucleus","1-04-26-15_06","BXD61",0,6,5,"AB1.42",0.702058640701641,0.478383332588188,0.223675308113453,"Cortical subplate"
"2499","Endopiriform.nucleus","1-12-18-15_08","BXD32",1,14,5,"NeuN",29.2150390685321,30.4112435209125,-1.1962044523804,"Cortical subplate"
"2500","Endopiriform.nucleus","1-5-12-15_02","BXD100",0,6,5,"NeuN",17.1935994621991,13.1931882233283,4.0004112388708,"Cortical subplate"
"2501","Endopiriform.nucleus","1-5-12-15_05","BXD77",0,6,5,"NeuN",24.6634977998735,25.8467789406979,-1.1832811408244,"Cortical subplate"
"2502","Endopiriform.nucleus","1-12-18-15_08","BXD32",1,14,5,"GFAP",12.9630308611754,13.0721257986545,-0.109094937479098,"Cortical subplate"
"2503","Endopiriform.nucleus","1-5-12-15_02","BXD100",0,6,5,"GFAP",7.24544202005244,6.36174732970377,0.88369469034867,"Cortical subplate"
"2504","Endopiriform.nucleus","1-5-12-15_05","BXD77",0,6,5,"GFAP",19.1914446808772,20.6094088125203,-1.4179641316431,"Cortical subplate"
"2505","Endopiriform.nucleus","1-5-12-15_27","BXD60",0,6,5,"GFAP",3.62098748325712,4.87157690955866,-1.25058942630154,"Cortical subplate"
"2506","Endopiriform.nucleus","1-11-23-15_17","DBA.2J",0,14,5,"NeuN",27.5650214811509,28.7471234086736,-1.18210192752271,"Cortical subplate"
"2507","Endopiriform.nucleus","1-12-02-15_14","BXD62",0,14,5,"NeuN",24.3821936972688,24.9938736357601,-0.611679938491299,"Cortical subplate"
"2508","Endopiriform.nucleus","1-12-07-15_08","BXD61",0,14,5,"NeuN",23.238017717266,23.0700345945611,0.1679831227049,"Cortical subplate"
"2509","Endopiriform.nucleus","1-12-09-15_12","BXD44",0,14,5,"NeuN",28.520181209979,27.5906091890232,0.929572020955799,"Cortical subplate"
"2510","Endopiriform.nucleus","1-12-14-15_04","BXD66",0,14,5,"NeuN",20.3186537451739,20.4134830185839,-0.0948292734099994,"Cortical subplate"
"2511","Endopiriform.nucleus","1-12-14-15_19","BXD32",0,14,5,"NeuN",23.4491893073208,23.65345851512,-0.2042692077992,"Cortical subplate"
"2512","Endopiriform.nucleus","1-03-14-16_03","BXD51",0,14,5,"NeuN",30.0027394547256,30.5588476507872,-0.556108196061597,"Cortical subplate"
"2513","Endopiriform.nucleus","1-03-28-16_10","BXD65",0,14,5,"NeuN",27.5812934750412,26.9297574683761,0.651536006665104,"Cortical subplate"
"2514","Endopiriform.nucleus","1-03-28-16_18","BXD65",0,14,5,"NeuN",21.5164812864978,20.0662156950265,1.4502655914713,"Cortical subplate"
"2515","Endopiriform.nucleus","1-5-12-15_27","BXD60",0,6,5,"NeuN",21.2558298418187,21.864490390571,-0.608660548752301,"Cortical subplate"
"2516","Endopiriform.nucleus","1-5-12-15_36","BXD32",1,6,5,"NeuN",16.182910634111,15.4837680884434,0.6991425456676,"Cortical subplate"
"2517","Endopiriform.nucleus","1-5-12-15_41","BXD69",0,6,5,"NeuN",24.1148485998863,20.9474074821305,3.1674411177558,"Cortical subplate"
"2518","Endopiriform.nucleus","1-5-22-15_10","BXD62",0,6,5,"NeuN",15.61577671469,15.6812248416143,-0.0654481269243004,"Cortical subplate"
"2519","Endopiriform.nucleus","1-6-4-15_04","BXD32",0,6,5,"NeuN",23.961260486259,23.0232635552267,0.937996931032302,"Cortical subplate"
"2520","Endopiriform.nucleus","1-9-02-15_04","BXD51",0,6,5,"NeuN",17.4506447421894,16.2021077237314,1.248537018458,"Cortical subplate"
"2521","Endopiriform.nucleus","1-9-23-15_06","DBA.2J",0,6,5,"NeuN",16.5861788872107,16.6692641638576,-0.0830852766469015,"Cortical subplate"
"2522","Endopiriform.nucleus","1-5-12-15_27","BXD60",0,6,5,"Thionine",25.0536871584158,23.1480452941556,1.9056418642602,"Cortical subplate"
"2523","Endopiriform.nucleus","1-5-12-15_36","BXD32",1,6,5,"Thionine",20.1253695512037,20.7068071932937,-0.581437642089998,"Cortical subplate"
"2524","Endopiriform.nucleus","1-5-12-15_41","BXD69",0,6,5,"Thionine",25.0564493590453,23.2249627269182,1.8314866321271,"Cortical subplate"
"2525","Endopiriform.nucleus","1-9-23-15_06","DBA.2J",0,6,5,"GFAP",5.72446901367472,5.74187421377393,-0.0174052000992102,"Cortical subplate"
"2526","Endopiriform.nucleus","1-5-12-15_02","BXD100",0,6,5,"Iba1",8.70050564724755,8.39619575908213,0.30430988816542,"Cortical subplate"
"2527","Endopiriform.nucleus","1-5-22-15_10","BXD62",0,6,5,"GFAP",3.80952077200391,4.0941757837093,-0.28465501170539,"Cortical subplate"
"2528","Endopiriform.nucleus","1-04-26-15_06","BXD61",0,6,5,"NeuN",25.8733337088836,23.4492458590294,2.4240878498542,"Cortical subplate"
"2529","Endopiriform.nucleus","1-5-12-15_36","BXD32",1,6,5,"GFAP",1.01442255946615,1.13418688465413,-0.11976432518798,"Cortical subplate"
"2530","Endopiriform.nucleus","1-5-12-15_41","BXD69",0,6,5,"GFAP",5.57107090162861,6.35145149270819,-0.780380591079581,"Cortical subplate"
"2531","Endopiriform.nucleus","1-5-12-15_02","BXD100",0,6,5,"Thionine",23.921112899383,22.3407474580215,1.5803654413615,"Cortical subplate"
"2532","Endopiriform.nucleus","1-6-4-15_04","BXD32",0,6,5,"GFAP",2.34509913118242,3.19761209990441,-0.85251296872199,"Cortical subplate"
"2533","Endopiriform.nucleus","1-9-02-15_04","BXD51",0,6,5,"GFAP",2.29316057793744,2.30471779152317,-0.0115572135857303,"Cortical subplate"
"2534","Endopiriform.nucleus","1-12-18-15_08","BXD32",1,14,5,"Thionine",23.5716818702967,23.4888361154397,0.0828457548570007,"Cortical subplate"
"2535","Endopiriform.nucleus","1-5-12-15_05","BXD77",0,6,5,"Thionine",26.8276789323039,26.0285404039317,0.7991385283722,"Cortical subplate"
"2536","Entorhinal.area","1-1-18-16_16","BXD87",0,14,5,"AB1.42",1.41507966780661,1.28312378515366,0.13195588265295,"Hippocampal formation"
"2537","Entorhinal.area","1-9-23-15_06","DBA.2J",0,6,5,"AB1.42",0.529928610653487,0.789463365327222,-0.259534754673735,"Hippocampal formation"
"2538","Entorhinal.area","1-1-11-16_12","BXD68",0,14,5,"AB1.42",1.48866824357775,1.10099258465294,0.38767565892481,"Hippocampal formation"
"2539","Entorhinal.area","1-5-22-15_10","BXD62",0,6,5,"Iba1",4.5613421674372,3.80223488933149,0.75910727810571,"Hippocampal formation"
"2540","Entorhinal.area","1-6-4-15_04","BXD32",0,6,5,"Iba1",4.07510536782369,4.12610283430708,-0.0509974664833894,"Hippocampal formation"
"2541","Entorhinal.area","1-11-16-15_09","BXD100",0,14,5,"NeuN",20.465470167518,18.0475828601533,2.4178873073647,"Hippocampal formation"
"2542","Entorhinal.area","1-09-23-15_04","BXD68",0,6,0,"AB1.42",0.00237186233359629,0.00245827756685149,-8.64152332551997e-05,"Hippocampal formation"
"2543","Entorhinal.area","1-11-15-15_05","BXD60",0,14,5,"NeuN",28.3719195741663,29.0954999508253,-0.723580376659001,"Hippocampal formation"
"2544","Entorhinal.area","1-11-15-15_13","DBA.2J",0,14,5,"NeuN",19.754207293274,19.5583896309446,0.1958176623294,"Hippocampal formation"
"2545","Entorhinal.area","1-11-09-15_16","BXD77",0,14,5,"AB1.42",1.97763079714205,2.17027870026738,-0.19264790312533,"Hippocampal formation"
"2546","Entorhinal.area","1-1-20-16_17","BXD75",0,14,5,"AB1.42",6.86846841324405,6.33791200699074,0.53055640625331,"Hippocampal formation"
"2547","Entorhinal.area","1-10-14-15_07","DBA.2J",0,14,5,"AB1.42",2.40254867629441,2.07630612397871,0.3262425523157,"Hippocampal formation"
"2548","Entorhinal.area","1-10-14-15_14","C57BL.6J",0,14,5,"AB1.42",3.72012861316356,3.41727872005352,0.302849893110039,"Hippocampal formation"
"2549","Entorhinal.area","1-06-24-15_06","BXD44",0,6,5,"AB1.42",0.306673747244551,0.276483928743269,0.0301898185012821,"Hippocampal formation"
"2550","Entorhinal.area","1-06-24-15_08","BXD87",0,6,5,"AB1.42",0.389510130887264,0.342749874583969,0.046760256303295,"Hippocampal formation"
"2551","Entorhinal.area","1-06-24-15_13","BXD75",0,6,5,"AB1.42",0.552566877614394,0.843973843068504,-0.29140696545411,"Hippocampal formation"
"2552","Entorhinal.area","1-11-2015_02","DBA.2J",0,6,5,"AB1.42",0.0485537411371572,0.0800985363125959,-0.0315447951754387,"Hippocampal formation"
"2553","Entorhinal.area","1-11-23-15_03","BXD65",0,6,5,"AB1.42",0.602887357590027,0.520430990984555,0.082456366605472,"Hippocampal formation"
"2554","Entorhinal.area","1-11-23-15_17","DBA.2J",0,14,5,"AB1.42",1.14888429926934,1.28798799442161,-0.13910369515227,"Hippocampal formation"
"2555","Entorhinal.area","1-12-02-15_14","BXD62",0,14,5,"AB1.42",1.32537141222133,1.36256446423062,-0.03719305200929,"Hippocampal formation"
"2556","Entorhinal.area","1-12-07-15_08","BXD61",0,14,5,"AB1.42",3.94539211199541,3.9708171187453,-0.0254250067498898,"Hippocampal formation"
"2557","Entorhinal.area","1-12-09-15_12","BXD44",0,14,5,"AB1.42",1.01376997220601,0.653485104075218,0.360284868130792,"Hippocampal formation"
"2558","Entorhinal.area","1-12-14-15_04","BXD66",0,14,5,"AB1.42",5.87134156693904,6.55977619301735,-0.68843462607831,"Hippocampal formation"
"2559","Entorhinal.area","1-9-02-15_04","BXD51",0,6,5,"Iba1",3.59658787721136,3.77478043995048,-0.17819256273912,"Hippocampal formation"
"2560","Entorhinal.area","1-9-23-15_06","DBA.2J",0,6,5,"Iba1",4.34982975351736,4.69331382146219,-0.34348406794483,"Hippocampal formation"
"2561","Entorhinal.area","1-04-26-15_17","BXD66",0,6,0,"AB1.42",0.00379029340316662,0.00935526181503419,-0.00556496841186757,"Hippocampal formation"
"2562","Entorhinal.area","1-5-12-15_05","BXD77",0,6,5,"AB1.42",1.35308153407438,1.4344262295082,-0.0813446954338199,"Hippocampal formation"
"2563","Entorhinal.area","1-5-12-15_27","BXD60",0,6,5,"AB1.42",0.31613520737437,0.632421094375714,-0.316285887001344,"Hippocampal formation"
"2564","Entorhinal.area","1-5-12-15_36","BXD32",1,6,5,"AB1.42",0.404197729843416,0.67044229152692,-0.266244561683504,"Hippocampal formation"
"2565","Entorhinal.area","1-5-12-15_41","BXD69",0,6,5,"AB1.42",0.526197152361714,0.706821755247725,-0.180624602886011,"Hippocampal formation"
"2566","Entorhinal.area","1-5-22-15_10","BXD62",0,6,5,"AB1.42",0.278909193379233,0.480451913758079,-0.201542720378846,"Hippocampal formation"
"2567","Entorhinal.area","1-6-4-15_04","BXD32",0,6,5,"AB1.42",0.2396240635167,0.248898028640347,-0.00927396512364698,"Hippocampal formation"
"2568","Entorhinal.area","1-9-02-15_04","BXD51",0,6,5,"AB1.42",0.342790346540681,0.408077739071217,-0.065287392530536,"Hippocampal formation"
"2569","Entorhinal.area","1-06-24-15_13","BXD75",0,6,5,"NeuN",23.7589070476935,23.8592689426377,-0.1003618949442,"Hippocampal formation"
"2570","Entorhinal.area","1-09-23-15_04","BXD68",0,6,0,"NeuN",21.0744826534167,22.2132027521712,-1.1387200987545,"Hippocampal formation"
"2571","Entorhinal.area","1-1-11-16_12","BXD68",0,14,5,"NeuN",25.9522763024717,22.0461388171913,3.9061374852804,"Hippocampal formation"
"2572","Entorhinal.area","1-1-18-16_16","BXD87",0,14,5,"NeuN",23.43286444307,20.6461290994755,2.7867353435945,"Hippocampal formation"
"2573","Entorhinal.area","1-1-20-16_17","BXD75",0,14,5,"NeuN",22.1920585829555,20.4774500417647,1.7146085411908,"Hippocampal formation"
"2574","Entorhinal.area","1-10-14-15_07","DBA.2J",0,14,5,"NeuN",10.9657504934049,10.3713518775991,0.594398615805799,"Hippocampal formation"
"2575","Entorhinal.area","1-10-14-15_14","C57BL.6J",0,14,5,"NeuN",18.9775738161029,19.1104467442025,-0.132872928099598,"Hippocampal formation"
"2576","Entorhinal.area","1-11-09-15_16","BXD77",0,14,5,"NeuN",19.2819156511881,21.2614787765013,-1.9795631253132,"Hippocampal formation"
"2577","Entorhinal.area","1-11-09-15_18","BXD69",0,14,5,"NeuN",23.0855070455688,21.2958954397824,1.7896116057864,"Hippocampal formation"
"2578","Entorhinal.area","1-11-09-15_20","C57BL.6J",0,6,5,"NeuN",22.9161893863605,22.9446983362831,-0.0285089499225997,"Hippocampal formation"
"2579","Entorhinal.area","1-03-14-16_03","BXD51",0,14,5,"Iba1",9.67094455429795,8.78705713504736,0.883887419250589,"Hippocampal formation"
