"","Sum Sq","Df","F value","Pr(>F)","PctExp","constrasts","Region","Stain","FDR_adjusted_pval","group1","group2"
"Age.Harvested11",69.8551399846826,1,2.90693751564604,0.103684720269218,9.77404632454661,"Age.Harvested","Endopiriform.nucleus","NeuN",0.15086401097373,6,14
"Age.Harvested12",0.000353576961856561,1,1.51779890113826e-05,0.996930132725708,6.38895927507548e-05,"Age.Harvested","Entorhinal.area","NeuN",0.996930132725708,6,14
"Age.Harvested13",38.4130924009969,1,0.842114984869891,0.369727077640678,3.17477490078178,"Age.Harvested","Epithalamus","NeuN",0.447907252648398,6,14
"Age.Harvested14",1.88620987149707,1,0.530856584837783,0.474692666905265,1.27171991966517,"Age.Harvested","fiber.tracts","NeuN",0.557865313670717,6,14
"Age.Harvested15",52.3997573337724,1,2.41083901870204,0.136179228199721,8.20398425875397,"Age.Harvested","Fundus.of.striatum","NeuN",0.191067794667976,6,14
"Age.Harvested16",8.40406320037346e-05,1,1.72689107702667e-05,0.996725501498998,5.54079179972431e-05,"Age.Harvested","Geniculate.group..dorsal.thalamus","NeuN",0.996930132725708,6,14
"Age.Harvested17",8.05469237955418,1,1.16836626991522,0.292599357989605,3.16201003090521,"Age.Harvested","Geniculate.group..ventral.thalamus","NeuN",0.364094223742721,6,14
"Age.Harvested18",4.53009387277213,1,1.46074558450207,0.240907544123684,4.62464883253211,"Age.Harvested","Hippo","NeuN",0.311030866826353,6,14
"Age.Harvested19",22.1515232610462,1,2.27364067840453,0.147225065692669,6.36268553569826,"Age.Harvested","Hippocampal.formation","NeuN",0.20551722368266,6,14
"Age.Harvested20",11.5646148030821,1,1.54359086904802,0.228455016042315,4.55783054108838,"Age.Harvested","Hypothalamus","NeuN",0.300598705318835,6,14
"Age.Harvested21",58.9721177203604,1,3.01114318453712,0.0980782111268228,10.104303719993,"Age.Harvested","Induseum.griseum","NeuN",0.143465468403597,6,14
"Age.Harvested22",2.62116930692426,1,0.327729292892524,0.573379064084,1.06460748849306,"Age.Harvested","Intralaminar.nuclei.of.the.dorsal.thalamus","NeuN",0.643588745400408,6,14
"Age.Harvested23",2.68310731915415,1,0.18169767374436,0.674470976105536,0.613819039549076,"Age.Harvested","Isocortex","NeuN",0.733120626201669,6,14
"Age.Harvested24",4.50935121541664,1,0.266692683076779,0.611222171649737,0.883051507444765,"Age.Harvested","Lateral.amygdalar.nucleus","NeuN",0.680510514994647,6,14
"Age.Harvested25",15.521454417196,1,4.35403087659949,0.0499334137504666,11.1030884456868,"Age.Harvested","Lateral.group.of.the.dorsal.thalamus","NeuN",0.0807746398904607,6,14
"Age.Harvested26",21.7173178887221,1,2.50063480085488,0.1294864302464,7.36209047456325,"Age.Harvested","Lateral.septal.complex","NeuN",0.184590681793091,6,14
"Age.Harvested27",0.493237193166919,1,0.107203860315313,0.746752653615726,0.303016087768341,"Age.Harvested","Medial.group.of.the.dorsal.thalamus","NeuN",0.783805266199712,6,14
"Age.Harvested28",0.971413718853128,1,0.331059307395006,0.571453394251633,1.03018012783257,"Age.Harvested","Mid_Hind_Medulla","NeuN",0.643588745400408,6,14
"Age.Harvested29",0.92050509320201,1,0.291501023990101,0.595221445272606,0.946794825384095,"Age.Harvested","Midbrain","NeuN",0.665389827032385,6,14
"Age.Harvested30",0.01619169599401,1,0.0033859337672183,0.954175724972997,0.0119649003845743,"Age.Harvested","Midbrain..behavioral.state.related","NeuN",0.964699721939611,6,14
"Age.Harvested31",0.463332432190384,1,0.125694604103927,0.726649306633452,0.41925252412667,"Age.Harvested","Midbrain..motor.related","NeuN",0.768571382016151,6,14
"Age.Harvested32",0.268423467820512,1,0.0593017815799505,0.810083320667852,0.134557188349616,"Age.Harvested","Midbrain..sensory.related","NeuN",0.847045297276271,6,14
"Age.Harvested33",0.420632816038108,1,0.0252687836755681,0.875293395064733,0.0856670632970985,"Age.Harvested","Midline.group.of.the.dorsal.thalamus","NeuN",0.904908585123314,6,14
"Age.Harvested34",34.8228087583413,1,3.60401857656351,0.0721659960236463,9.2012586260352,"Age.Harvested","Nucleus.accumbens","NeuN",0.110574177529731,6,14
"Age.Harvested35",3.06551794369261,1,0.233839053165495,0.633943776720551,0.826380856454139,"Age.Harvested","Olfactory.areas","NeuN",0.697338154392607,6,14
"Age.Harvested36",5.34118659187084,1,0.246251826797576,0.625136466910143,0.696369074564462,"Age.Harvested","Olfactory.tubercle","NeuN",0.690411760643733,6,14
"Age.Harvested37",10.7161227201744,1,3.6409897762137,0.0708332568011632,9.83998527672385,"Age.Harvested","Pallidum","NeuN",0.109433402361348,6,14
"Age.Harvested38",7.88843172029271,1,0.175428533936369,0.679795517517045,0.476118293468746,"Age.Harvested","Parasubiculum","NeuN",0.735999083925935,6,14
"Age.Harvested39",2.59697581000006,1,0.371074418590642,0.549277052686351,1.20554670349754,"Age.Harvested","Pons","NeuN",0.626768421115131,6,14
"Age.Harvested40",5.12356950959902,1,1.39248820054792,0.251831097095862,2.89284915295004,"Age.Harvested","Pons..behavioral.state.related","NeuN",0.320618294913713,6,14
"Age.Harvested41",4.03950358692111,1,0.116661527045343,0.736246490400517,0.457426063469278,"Age.Harvested","Pons..motor.related","NeuN",0.77573863931089,6,14
"Age.Harvested42",18.8038864429361,1,1.2764782485615,0.271923507736659,3.85711475354537,"Age.Harvested","Pons..sensory.related","NeuN",0.343022773521014,6,14
"Age.Harvested43",206.155083748586,1,6.5669684091173,0.0185661266879208,16.8161682015934,"Age.Harvested","Posterior.amygdalar.nucleus","NeuN",0.0327287489690911,6,14
"Age.Harvested44",14.244511400449,1,1.20214152675776,0.285921099924374,3.1084124137421,"Age.Harvested","Postsubiculum","NeuN",0.357401374905467,6,14
"Age.Harvested45",1.26820043393877,1,0.0434946501155802,0.836905963298777,0.118608552373094,"Age.Harvested","Presubiculum","NeuN",0.868487320404391,6,14
"Age.Harvested46",1.42214703267335,1,0.41886225119305,0.524864804419103,0.974091072179701,"Age.Harvested","Reticular.nucleus.of.the.thalamus","NeuN",0.606219508213162,6,14
"Age.Harvested47",13.9613480775721,1,2.05163942980099,0.167487615336425,7.59301369057954,"Age.Harvested","Striatum","NeuN",0.228015317908499,6,14
"Age.Harvested48",83.247766210008,1,7.20895282558894,0.0142389332435929,19.8598947009271,"Age.Harvested","Striatum.like.amygdalar.nuclei","NeuN",0.0257612279078162,6,14
"Age.Harvested49",17.7993265190542,1,4.51413216947876,0.0462733397852819,12.3592687072838,"Age.Harvested","Striatum_Pallidum","NeuN",0.0752968546801925,6,14
"Age.Harvested50",18.3198572573539,1,4.01038702645036,0.0589647380487271,9.28653763897172,"Age.Harvested","Subiculum","NeuN",0.0926588740765711,6,14
"Age.Harvested51",8.51158074198773,1,1.44713642237678,0.243035856769015,3.27890426453833,"Age.Harvested","Subparafascicular.nucleus","NeuN",0.312312432763921,6,14
"Age.Harvested52",1.49896446299334,1,0.561334131329476,0.462445108018827,1.70416235662732,"Age.Harvested","Thalamus","NeuN",0.545804312039388,6,14
"Age.Harvested53",1.77403669522999,1,0.705750423168521,0.410788960567011,2.01643980042591,"Age.Harvested","Ventral.group.of.the.dorsal.thalamus","NeuN",0.493305520331564,6,14
"Age.Harvested54",1.16683189621225,1,0.727662866433691,0.403742477075723,2.33320117075004,"Age.Harvested","ventricular.systems","NeuN",0.486970092964139,6,14
"Age.Harvested55",3635.07414002321,1,127.972099994929,3.82820575863266e-10,78.5646010518817,"Age.Harvested","Ammon.s.horn","GFAP",5.26378291811991e-09,6,14
"Age.Harvested56",495.176247247973,1,40.2998426555865,3.39862012352677e-06,39.0017352883436,"Age.Harvested","Anterior.group.of.the.dorsal.thalamus","GFAP",1.15150766985708e-05,6,14
"Age.Harvested57",6313.62566566601,1,155.793386670705,6.76080351011775e-11,77.0518643112211,"Age.Harvested","Basolateral.amygdalar.nucleus","GFAP",1.85922096528238e-09,6,14
"Age.Harvested58",3025.13686968662,1,66.8418753715935,8.31977622722663e-08,67.0415133009817,"Age.Harvested","Basomedial.amygdalar.nucleus","GFAP",4.48615384801436e-07,6,14
"Age.Harvested59",5037.42266632925,1,202.403379341764,6.35938795622406e-12,80.213827861063,"Age.Harvested","Caudoputamen","GFAP",2.91471947993603e-10,6,14
"Age.Harvested60",7038.13295635229,1,105.15210792608,2.07034575820092e-09,69.6962455199764,"Age.Harvested","Claustrum","GFAP",2.03337529823305e-08,6,14
"Age.Harvested61",2074.81753523643,1,132.839104776341,2.76363336470909e-10,73.1023255718796,"Age.Harvested","Cortex","GFAP",4.74999484559374e-09,6,14
"Age.Harvested62",4487.88419725667,1,166.822653565262,3.66650441155001e-11,76.020960595375,"Age.Harvested","Cortical.subplate","GFAP",1.12032079241806e-09,6,14
"Age.Harvested63",3290.53793460185,1,53.9580651584092,4.24473490710497e-07,62.7492637713163,"Age.Harvested","Dentate.gyrus..granule.cell.layer","GFAP",1.9136099991047e-06,6,14
"Age.Harvested64",2267.53482674239,1,32.6487027801528,1.36386823452637e-05,52.7886364389591,"Age.Harvested","Dentate.gyrus..molecular.layer","GFAP",4.03294370424465e-05,6,14
"Age.Harvested65",5671.80703887059,1,74.2232730275614,3.64205253325939e-08,66.471547862931,"Age.Harvested","Dentate.gyrus..polymorph.layer","GFAP",2.15991165449341e-07,6,14
"Age.Harvested66",5623.60827646269,1,196.39145000412,8.37464867758592e-12,75.9888890485466,"Age.Harvested","Endopiriform.nucleus","GFAP",3.29004055190875e-10,6,14
"Age.Harvested67",2015.56810309414,1,44.9703607400719,1.58719534586652e-06,56.3032672874688,"Age.Harvested","Entorhinal.area","GFAP",6.06220444601796e-06,6,14
"Age.Harvested68",19.0749598612424,1,0.467644376844777,0.501919957753993,1.42747913716246,"Age.Harvested","Epithalamus","GFAP",0.582396575452946,6,14
"Age.Harvested69",2237.23379283555,1,133.424943148325,2.65921488999304e-10,79.4438422425925,"Age.Harvested","fiber.tracts","GFAP",4.74999484559374e-09,6,14
"Age.Harvested70",5316.88413770856,1,129.598423990188,3.42919654241087e-10,75.9648125768364,"Age.Harvested","Fundus.of.striatum","GFAP",4.96331078506837e-09,6,14
"Age.Harvested71",2853.57704400352,1,56.1011190858633,3.17542112937609e-07,58.605815456952,"Age.Harvested","Geniculate.group..dorsal.thalamus","GFAP",1.45540135096404e-06,6,14
"Age.Harvested72",1930.47244420402,1,14.5310649940253,0.00109162007043874,33.1849841286302,"Age.Harvested","Geniculate.group..ventral.thalamus","GFAP",0.00230919630285119,6,14
"Age.Harvested73",2921.63299040231,1,130.554897515362,3.21604813702622e-10,79.739637908648,"Age.Harvested","Hippo","GFAP",4.91340687601228e-09,6,14
"Age.Harvested74",2883.78758981963,1,41.8877772250445,2.60619362810091e-06,61.3376024816689,"Age.Harvested","Hippocampal.formation","GFAP",9.30783438607466e-06,6,14
